YEAR,MONTH,STATE_NAME,CO2_QTY_TONNES,COUNTRY_TRAFFIC
2012,5,DENMARK,205960.59,14213
2012,5,FINLAND,169893.36,12287
2012,5,FRANCE,1665008.08,87807
2012,5,GERMANY,2488639.87,103981
2012,5,GREECE,288723.01,19239
2012,5,HUNGARY,50401.93,4208
2012,5,IRELAND,176773.76,10252
2012,5,ITALY,1046245.99,75443
2012,5,LATVIA,34922.32,3177
2012,5,LITHUANIA,20277.95,1960
2012,5,LUXEMBOURG,91210.95,2488
2012,5,MALTA,29432.67,1575
2012,5,NETHERLANDS,847592.2,25028
2012,5,POLAND,157952.16,15660
2012,5,PORTUGAL,278783.3,13565
2012,5,ROMANIA,75489.72,6718
2012,5,SLOVAKIA,9214.54,1259
2012,5,SLOVENIA,9943.11,1436
2012,5,SPAIN,1251333.28,67670
2012,5,SWEDEN,238881.58,25302
2012,6,AUSTRIA,199977.63,16397
2012,6,BELGIUM,346776.56,14559
2012,6,BULGARIA,76817.19,4584
2012,6,CROATIA,47693.41,4867
2012,6,CYPRUS,102470.85,3336
2012,6,DENMARK,231323.77,15089
2012,6,FINLAND,172448.87,11377
2012,6,FRANCE,1734999.41,91147
2012,6,GERMANY,2503474.9,103511
2012,6,GREECE,376089.03,23039
2012,6,HUNGARY,52344.47,4295
2012,6,IRELAND,186557.77,10649
2012,6,ITALY,1127931.84,80223
2012,6,LATVIA,35297.22,3158
2012,6,LITHUANIA,21299.35,1961
2012,6,LUXEMBOURG,93415.88,2566
2012,6,MALTA,31738.65,1652
2012,6,NETHERLANDS,840466.55,24450
2012,6,POLAND,183397.33,17518
2012,6,PORTUGAL,296129.05,14086
2012,6,ROMANIA,76611.46,6853
2012,6,SLOVAKIA,15205.06,1501
2012,6,SLOVENIA,11826.58,1538
2012,6,SPAIN,1333539.55,70601
2012,6,SWEDEN,240249.79,22788
2012,7,AUSTRIA,202919.86,16353
2012,7,BELGIUM,368659.12,14715
2012,7,BULGARIA,93853.18,5557
2012,7,CROATIA,59141.84,5851
2012,7,CYPRUS,109259.93,3666
2012,7,DENMARK,243867.08,14157
2012,7,FINLAND,169786.43,9292
2012,7,FRANCE,1892557.13,94312
2012,7,GERMANY,2588868.08,103719
2012,7,GREECE,441312.13,27089
2012,7,HUNGARY,57276.02,4563
2012,7,IRELAND,190717.01,10797
2012,7,ITALY,1232419.81,88107
2012,7,LATVIA,35628.07,3291
2012,7,LITHUANIA,21539.41,1948
2012,7,LUXEMBOURG,94357.01,2626
2012,7,MALTA,33610.06,1826
2012,7,NETHERLANDS,907062.4,25790
2012,7,POLAND,186270.53,16564
2012,7,PORTUGAL,340451.13,15851
2012,7,ROMANIA,81561.04,7156
2012,7,SLOVAKIA,17642.78,1640
2012,7,SLOVENIA,13086.37,1528
2012,7,SPAIN,1476139.33,77288
2012,7,SWEDEN,226727.96,18096
2012,8,AUSTRIA,199752.31,15962
2012,8,BELGIUM,358399.16,14052
2012,8,BULGARIA,92386.54,5397
2012,8,CROATIA,58481.95,5857
2012,8,CYPRUS,109227.35,3651
2012,8,DENMARK,230962.04,14369
2012,8,FINLAND,175241.91,11282
2012,8,FRANCE,1848357.26,85754
2012,8,GERMANY,2552800.58,99992
2012,8,GREECE,446346.63,27645
2012,8,HUNGARY,57114.37,4461
2012,8,IRELAND,188156.42,10654
2012,8,ITALY,1225187.3,84433
2012,8,LATVIA,34654.11,3219
2012,8,LITHUANIA,21455.14,1979
2012,8,LUXEMBOURG,90927.33,2329
2012,8,MALTA,34185.21,1799
2012,8,NETHERLANDS,902384.03,25682
2012,8,POLAND,177930.05,15013
2012,8,PORTUGAL,342638.35,16036
2012,8,ROMANIA,85885.64,7187
2012,8,SLOVAKIA,17779.12,1660
2012,8,SLOVENIA,12923.65,1478
2012,8,SPAIN,1477569.98,75748
2012,8,SWEDEN,237166.02,22289
2012,9,AUSTRIA,197384.84,16144
2012,9,BELGIUM,337731.85,14496
2012,9,BULGARIA,62985.46,3966
2012,9,CROATIA,49913.86,4922
2012,9,CYPRUS,103155.98,3337
2012,9,DENMARK,218687.7,15059
2012,9,FINLAND,175156.49,11834
2012,9,FRANCE,1725454.44,88784
2012,9,GERMANY,2509400.89,103740
2012,9,GREECE,381142.72,23055
2012,9,HUNGARY,55551.66,4344
2012,9,IRELAND,178130.01,10118
2012,9,ITALY,1129581.39,78539
2012,9,LATVIA,32060.89,3012
2012,9,LITHUANIA,20153.61,1915
2012,9,LUXEMBOURG,89196.22,2440
2012,9,MALTA,30906.45,1638
2012,9,NETHERLANDS,844023.27,24325
2012,9,POLAND,171546.46,14852
2012,9,PORTUGAL,306637.9,14255
2012,9,ROMANIA,82537.13,6900
2012,9,SLOVAKIA,14786.4,1506
2012,9,SLOVENIA,11246.35,1383
2012,9,SPAIN,1354529.74,69614
2012,9,SWEDEN,240603.02,24947
2012,10,AUSTRIA,185869.42,15555
2012,10,BELGIUM,316200.35,13973
2012,10,BULGARIA,30696.38,2385
2012,10,CROATIA,28723.74,3364
2012,10,CYPRUS,97169.0,3131
2012,10,DENMARK,219683.39,15629
2012,10,FINLAND,180752.0,12059
2012,10,FRANCE,1656232.94,86346
2012,10,GERMANY,2514051.71,104572
2012,10,GREECE,228885.02,16473
2012,10,HUNGARY,54085.39,4271
2012,10,IRELAND,164294.2,9822
2012,10,ITALY,1022926.09,70152
2012,10,LATVIA,30083.27,2907
2012,10,LITHUANIA,19976.4,1995
2012,10,LUXEMBOURG,88197.17,2482
2012,10,MALTA,29302.55,1531
2012,10,NETHERLANDS,848593.18,24033
2012,10,POLAND,145404.6,13966
2012,10,PORTUGAL,286857.49,13515
2012,10,ROMANIA,68400.37,6185
2012,10,SLOVAKIA,9083.33,1182
2012,10,SLOVENIA,9669.66,1280
2012,10,SPAIN,1208816.49,63350
2012,10,SWEDEN,244033.24,26112
2012,11,AUSTRIA,166623.16,13963
2012,11,BELGIUM,281109.44,12188
2012,11,BULGARIA,21871.47,1852
2012,11,CROATIA,12461.22,1991
2012,11,CYPRUS,51323.71,1870
2012,11,DENMARK,199950.12,14286
2012,11,FINLAND,164524.19,11284
2012,11,FRANCE,1477982.87,73833
2012,11,GERMANY,2213768.66,89351
2012,11,GREECE,90879.16,9622
2012,11,HUNGARY,46120.79,3721
2012,11,IRELAND,133084.87,8225
2012,11,ITALY,806870.14,55480
2012,11,LATVIA,25609.55,2447
2012,11,LITHUANIA,15877.92,1549
2012,11,LUXEMBOURG,89889.71,2244
2012,11,MALTA,18622.82,997
2012,11,NETHERLANDS,741745.63,20146
2012,11,POLAND,116228.06,11822
2012,11,PORTUGAL,218720.5,10226
2012,11,ROMANIA,58420.31,5344
2012,11,SLOVAKIA,5196.53,834
2012,11,SLOVENIA,8057.25,1105
2012,11,SPAIN,869479.02,45782
2012,11,SWEDEN,223565.85,23839
2012,12,AUSTRIA,163587.1,12854
2012,12,BELGIUM,278932.66,10908
2012,12,BULGARIA,24554.04,1816
2012,12,CROATIA,12020.94,1837
2012,12,CYPRUS,39120.19,1574
2012,12,DENMARK,181534.04,11715
2012,12,FINLAND,167418.48,9477
2012,12,FRANCE,1521004.58,70827
2012,12,GERMANY,2037609.83,76041
2012,12,GREECE,85613.83,9176
2012,12,HUNGARY,43324.25,3340
2012,12,IRELAND,128843.5,7986
2012,12,ITALY,828923.44,54782
2012,12,LATVIA,26490.58,2411
2012,12,LITHUANIA,15069.92,1503
2012,12,LUXEMBOURG,87201.55,2088
2012,12,MALTA,18274.76,978
2012,12,NETHERLANDS,738994.7,18316
2012,12,POLAND,112157.75,11027
2012,12,PORTUGAL,228343.8,10547
2012,12,ROMANIA,60795.16,4974
2012,12,SLOVAKIA,5398.6,769
2012,12,SLOVENIA,7123.02,998
2012,12,SPAIN,853908.15,42684
2012,12,SWEDEN,207749.6,18712
2013,1,AUSTRIA,167252.55,13369
2013,1,BELGIUM,269608.78,11057
2013,1,BULGARIA,25787.18,1869
2013,1,CROATIA,12190.89,1843
2013,1,CYPRUS,34762.39,1372
2013,1,DENMARK,192142.82,13051
2013,1,FINLAND,171156.12,10216
2013,1,FRANCE,1503891.87,70842
2013,1,GERMANY,2029981.43,77130
2013,1,GREECE,80760.59,9112
2013,1,HUNGARY,42363.09,3350
2013,1,IRELAND,127250.09,7872
2013,1,ITALY,818163.53,53214
2013,1,LATVIA,25894.39,2477
2013,1,LITHUANIA,15368.03,1548
2013,1,LUXEMBOURG,77284.89,2003
2013,1,MALTA,17595.04,966
2013,1,NETHERLANDS,738599.45,18907
2013,1,POLAND,115220.51,11465
2013,1,PORTUGAL,222859.1,10329
2013,1,ROMANIA,57562.32,5064
2013,1,SLOVAKIA,5177.45,767
2013,1,SLOVENIA,7598.79,1068
2013,1,SPAIN,828325.26,42083
2013,1,SWEDEN,217406.22,20497
2013,2,AUSTRIA,154264.58,12670
2013,2,BELGIUM,251723.6,10811
2013,2,BULGARIA,22669.2,1629
2013,2,CROATIA,11014.35,1737
2013,2,CYPRUS,30282.25,1206
2013,2,DENMARK,178942.43,12570
2013,2,FINLAND,159145.21,10241
2013,2,FRANCE,1383735.3,68226
2013,2,GERMANY,1895760.37,75714
2013,2,GREECE,72790.44,8278
2013,2,HUNGARY,37566.78,3066
2013,2,IRELAND,113434.99,7330
2013,2,ITALY,726586.59,49473
2013,2,LATVIA,23653.0,2254
2013,2,LITHUANIA,13574.04,1400
2013,2,LUXEMBOURG,73815.32,1989
2013,2,MALTA,17367.74,913
2013,2,NETHERLANDS,675995.98,18266
2013,2,POLAND,106516.45,10867
2013,2,PORTUGAL,199196.44,9448
2013,2,ROMANIA,53781.82,4652
2013,2,SLOVAKIA,4469.99,736
2013,2,SLOVENIA,6898.37,1004
2013,2,SPAIN,764896.49,39348
2013,2,SWEDEN,208073.93,20580
2013,3,AUSTRIA,182394.38,14806
2013,3,BELGIUM,288020.99,12375
2013,3,BULGARIA,24433.92,1827
2013,3,CROATIA,14071.66,2032
2013,3,CYPRUS,47105.01,1737
2013,3,DENMARK,211983.72,13958
2013,3,FINLAND,180777.48,11282
2013,3,FRANCE,1585400.68,78089
2013,3,GERMANY,2226189.55,87247
2013,3,GREECE,86796.85,9423
2013,3,HUNGARY,44690.1,3497
2013,3,IRELAND,138317.58,8780
2013,3,ITALY,861560.31,57439
2013,3,LATVIA,27877.42,2548
2013,3,LITHUANIA,15777.22,1534
2013,3,LUXEMBOURG,90692.98,2337
2013,3,MALTA,21097.83,1161
2013,3,NETHERLANDS,776294.64,21727
2013,3,POLAND,125371.36,11950
2013,3,PORTUGAL,238319.15,11131
2013,3,ROMANIA,60119.83,5386
2013,3,SLOVAKIA,6018.78,891
2013,3,SLOVENIA,8487.83,1126
2013,3,SPAIN,931924.83,47394
2013,3,SWEDEN,234543.24,22534
2013,4,AUSTRIA,171333.48,14613
2013,4,BELGIUM,303232.55,13214
2013,4,BULGARIA,25930.58,1970
2013,4,CROATIA,25110.82,2962
2013,4,CYPRUS,64543.55,2227
2013,4,DENMARK,209671.34,15116
2013,4,FINLAND,167324.98,11287
2013,4,FRANCE,1636323.52,82648
2013,4,GERMANY,2249546.21,93245
2013,4,GREECE,140580.46,12818
2013,4,HUNGARY,47970.65,3838
2013,4,IRELAND,160876.64,9320
2013,4,ITALY,941576.04,64018
2013,4,LATVIA,30077.18,2821
2013,4,LITHUANIA,18379.1,1756
2013,4,LUXEMBOURG,86151.55,2369
2013,4,MALTA,27894.74,1496
2013,4,NETHERLANDS,813250.8,23159
2013,4,POLAND,141807.16,13114
2013,4,PORTUGAL,268900.3,13023
2013,4,ROMANIA,65015.18,5601
2013,4,SLOVAKIA,7759.09,1033
2013,4,SLOVENIA,9297.89,1184
2013,4,SPAIN,1073198.63,55682
2013,4,SWEDEN,230578.77,24138
2013,5,AUSTRIA,189514.16,15305
2013,5,BELGIUM,316950.62,14128
2013,5,BULGARIA,39698.36,2729
2013,5,CROATIA,39898.08,3945
2013,5,CYPRUS,93233.1,2920
2013,5,DENMARK,220300.05,15857
2013,5,FINLAND,169160.22,11566
2013,5,FRANCE,1727119.21,87030
2013,5,GERMANY,2442712.84,99012
2013,5,GREECE,293188.86,18877
2013,5,HUNGARY,51966.43,4012
2013,5,IRELAND,180939.72,10320
2013,5,ITALY,1034447.7,70588
2013,5,LATVIA,33317.71,3028
2013,5,LITHUANIA,20806.81,1953
2013,5,LUXEMBOURG,90412.05,2537
2013,5,MALTA,32279.87,1680
2013,5,NETHERLANDS,877661.07,25409
2013,5,POLAND,162617.34,14238
2013,5,PORTUGAL,292840.56,14134
2013,5,ROMANIA,70788.86,5930
2013,5,SLOVAKIA,8605.9,1155
2013,5,SLOVENIA,11094.53,1323
2013,5,SPAIN,1223116.83,63357
2013,5,SWEDEN,242850.89,25423
2013,6,AUSTRIA,197697.66,15650
2013,6,BELGIUM,323493.82,14116
2013,6,BULGARIA,76932.36,4490
2013,6,CROATIA,51981.1,5017
2013,6,CYPRUS,98224.09,3077
2013,6,DENMARK,236052.72,16366
2013,6,FINLAND,174478.72,10694
2013,6,FRANCE,1740915.18,87680
2013,6,GERMANY,2443283.67,100932
2013,6,GREECE,397011.32,23561
2013,6,HUNGARY,53166.23,4106
2013,6,IRELAND,199362.99,10831
2013,6,ITALY,1108074.07,75575
2013,6,LATVIA,40630.19,3064
2013,6,LITHUANIA,21842.63,2007
2013,6,LUXEMBOURG,95667.51,2666
2013,6,MALTA,33888.13,1756
2013,6,NETHERLANDS,866618.13,24931
2013,6,POLAND,178405.94,14953
2013,6,PORTUGAL,308631.35,14188
2013,6,ROMANIA,75243.39,6160
2013,6,SLOVAKIA,14024.23,1410
2013,6,SLOVENIA,11909.16,1400
2013,6,SPAIN,1303391.47,65951
2013,6,SWEDEN,247234.72,23385
2013,7,AUSTRIA,200864.64,16017
2013,7,BELGIUM,345273.83,14745
2013,7,BULGARIA,93517.08,5340
2013,7,CROATIA,63291.53,5984
2013,7,CYPRUS,102482.33,3240
2013,7,DENMARK,252729.04,15460
2013,7,FINLAND,182782.44,9281
2013,7,FRANCE,1902459.41,93767
2013,7,GERMANY,2536347.0,101834
2013,7,GREECE,463321.35,27396
2013,7,HUNGARY,56510.88,4435
2013,7,IRELAND,210586.2,11410
2013,7,ITALY,1195663.57,82779
2013,7,LATVIA,42254.37,3284
2013,7,LITHUANIA,23449.62,2174
2013,7,LUXEMBOURG,92506.3,2649
2013,7,MALTA,36839.63,1921
2013,7,NETHERLANDS,922606.83,26342
2013,7,POLAND,189896.49,15485
2013,7,PORTUGAL,350361.47,16194
2013,7,ROMANIA,83097.71,6493
2013,7,SLOVAKIA,17770.67,1578
2013,7,SLOVENIA,13392.25,1536
2013,7,SPAIN,1434841.04,72556
2013,7,SWEDEN,243016.16,19650
2013,8,AUSTRIA,200609.51,15283
2013,8,BELGIUM,341492.58,13962
2013,8,BULGARIA,94014.67,5365
2013,8,CROATIA,63325.18,6180
2013,8,CYPRUS,100965.35,3241
2013,8,DENMARK,242465.45,15744
2013,8,FINLAND,184706.13,10505
2013,8,FRANCE,1882852.62,84123
2013,8,GERMANY,2529624.52,97320
2013,8,GREECE,475581.42,28427
2013,8,HUNGARY,54462.86,4109
2013,8,IRELAND,203385.55,10994
2013,8,ITALY,1191858.72,79636
2013,8,LATVIA,36823.9,3179
2013,8,LITHUANIA,23334.3,2139
2013,8,LUXEMBOURG,95233.13,2509
2013,8,MALTA,36961.56,1942
2013,8,NETHERLANDS,922416.27,25966
2013,8,POLAND,189654.92,15285
2013,8,PORTUGAL,355371.98,16629
2013,8,ROMANIA,80316.33,6314
2013,8,SLOVAKIA,16952.86,1538
2013,8,SLOVENIA,13667.4,1488
2013,8,SPAIN,1445684.2,72338
2013,8,SWEDEN,250216.15,23039
2013,9,AUSTRIA,194813.42,15437
2013,9,BELGIUM,321947.14,14420
2013,9,BULGARIA,65513.28,3962
2013,9,CROATIA,49902.32,4899
2013,9,CYPRUS,99270.26,3085
2013,9,DENMARK,222830.26,16216
2013,9,FINLAND,179117.49,11042
2013,9,FRANCE,1742045.61,88130
2013,9,GERMANY,2471857.71,102794
2013,9,GREECE,408261.8,24210
2013,9,HUNGARY,54298.47,4229
2013,9,IRELAND,186779.73,10400
2013,9,ITALY,1096935.0,74841
2013,9,LATVIA,36954.05,3022
2013,9,LITHUANIA,24321.46,2133
2013,9,LUXEMBOURG,88126.12,2572
2013,9,MALTA,33220.52,1752
2013,9,NETHERLANDS,865219.26,24909
2013,9,POLAND,179389.63,15088
2013,9,PORTUGAL,318011.73,14588
2013,9,ROMANIA,77171.98,6255
2013,9,SLOVAKIA,14039.86,1363
2013,9,SLOVENIA,11767.37,1377
2013,9,SPAIN,1293639.96,65725
2013,9,SWEDEN,261239.9,26343
2013,10,AUSTRIA,189227.27,15015
2013,10,BELGIUM,316599.15,13805
2013,10,BULGARIA,29463.54,2451
2013,10,CROATIA,31730.22,3483
2013,10,CYPRUS,93489.07,2890
2013,10,DENMARK,224989.81,16152
2013,10,FINLAND,184463.38,11201
2013,10,FRANCE,1689438.62,84255
2013,10,GERMANY,2468390.92,101658
2013,10,GREECE,248274.63,16910
2013,10,HUNGARY,52754.75,4171
2013,10,IRELAND,173460.23,10022
2013,10,ITALY,1000259.38,66418
2013,10,LATVIA,39727.14,2938
2013,10,LITHUANIA,24324.48,2191
2013,10,LUXEMBOURG,95013.36,2637
2013,10,MALTA,32208.23,1690
2013,10,NETHERLANDS,864587.42,24690
2013,10,POLAND,158187.73,14425
2013,10,PORTUGAL,298602.63,13940
2013,10,ROMANIA,70721.62,5898
2013,10,SLOVAKIA,8258.12,1057
2013,10,SLOVENIA,11652.94,1370
2013,10,SPAIN,1175278.43,60156
2013,10,SWEDEN,264844.58,26922
2013,11,AUSTRIA,167945.85,13188
2013,11,BELGIUM,286601.59,11870
2013,11,BULGARIA,23769.95,1861
2013,11,CROATIA,11697.62,1764
2013,11,CYPRUS,48838.75,1780
2013,11,DENMARK,203242.55,14287
2013,11,FINLAND,165103.61,10181
2013,11,FRANCE,1501515.63,70861
2013,11,GERMANY,2161592.01,86822
2013,11,GREECE,93460.82,9277
2013,11,HUNGARY,43828.36,3508
2013,11,IRELAND,137099.87,8363
2013,11,ITALY,817296.01,54469
2013,11,LATVIA,28207.12,2459
2013,11,LITHUANIA,18899.9,1864
2013,11,LUXEMBOURG,96162.44,2295
2013,11,MALTA,21136.46,1164
2013,11,NETHERLANDS,769270.54,20717
2013,11,POLAND,128662.58,11897
2013,11,PORTUGAL,226763.82,10552
2013,11,ROMANIA,66139.85,5295
2013,11,SLOVAKIA,5364.9,758
2013,11,SLOVENIA,8096.78,1018
2013,11,SPAIN,868503.96,44107
2013,11,SWEDEN,236783.74,23867
2013,12,AUSTRIA,166630.0,12773
2013,12,BELGIUM,285703.72,11152
2013,12,BULGARIA,25049.38,1853
2013,12,CROATIA,11335.11,1779
2013,12,CYPRUS,37814.96,1473
2013,12,DENMARK,188445.05,12299
2013,12,FINLAND,177515.26,9283
2013,12,FRANCE,1562482.24,69230
2013,12,GERMANY,2009487.67,75938
2013,12,GREECE,87131.48,9099
2013,12,HUNGARY,42112.59,3251
2013,12,IRELAND,134860.2,8216
2013,12,ITALY,832115.42,53893
2013,12,LATVIA,26268.81,2451
2013,12,LITHUANIA,17743.83,1671
2013,12,LUXEMBOURG,94197.86,2119
2013,12,MALTA,20562.34,1129
2013,12,NETHERLANDS,770002.3,19683
2013,12,POLAND,123232.37,10777
2013,12,PORTUGAL,238908.73,10925
2013,12,ROMANIA,60934.13,5028
2013,12,SLOVAKIA,6702.22,830
2013,12,SLOVENIA,7972.62,1022
2013,12,SPAIN,844289.34,41642
2013,12,SWEDEN,223829.98,19837
2014,1,AUSTRIA,172995.85,13318
2014,1,BELGIUM,275833.31,11323
2014,1,BULGARIA,26913.58,1924
2014,1,CROATIA,10805.38,1790
2014,1,CYPRUS,36304.44,1409
2014,1,DENMARK,198126.59,12808
2014,1,FINLAND,181595.66,10006
2014,1,FRANCE,1518614.25,68816
2014,1,GERMANY,2040690.29,77883
2014,1,GREECE,84129.12,8933
2014,1,HUNGARY,43211.81,3346
2014,1,IRELAND,130426.05,8261
2014,1,ITALY,830865.71,53096
2014,1,LATVIA,25759.97,2490
2014,1,LITHUANIA,17014.02,1703
2014,1,LUXEMBOURG,88276.99,2147
2014,1,MALTA,19475.41,1091
2014,1,NETHERLANDS,770084.58,19842
2014,1,POLAND,127167.92,11311
2014,1,PORTUGAL,232907.52,10718
2014,1,ROMANIA,59200.28,4825
2014,1,SLOVAKIA,6156.5,819
2014,1,SLOVENIA,8088.47,1096
2014,1,SPAIN,827650.74,41676
2014,1,SWEDEN,229004.72,20721
2014,2,AUSTRIA,155482.02,12461
2014,2,BELGIUM,255298.82,10808
2014,2,BULGARIA,24601.87,1785
2014,2,CROATIA,9910.3,1651
2014,2,CYPRUS,30831.4,1270
2014,2,DENMARK,186345.12,12734
2014,2,FINLAND,166862.44,9825
2014,2,FRANCE,1392332.44,66440
2014,2,GERMANY,1884625.14,77673
2014,2,GREECE,75644.95,8154
2014,2,HUNGARY,39162.22,3114
2014,2,IRELAND,114909.01,7550
2014,2,ITALY,744960.0,49421
2014,2,LATVIA,23253.6,2179
2014,2,LITHUANIA,15021.18,1553
2014,2,LUXEMBOURG,80881.84,2082
2014,2,MALTA,17458.06,966
2014,2,NETHERLANDS,697020.45,19082
2014,2,POLAND,114736.15,11021
2014,2,PORTUGAL,205309.75,9732
2014,2,ROMANIA,60092.09,4698
2014,2,SLOVAKIA,5339.06,785
2014,2,SLOVENIA,7025.53,988
2014,2,SPAIN,775955.04,39930
2014,2,SWEDEN,217783.36,20965
2014,3,AUSTRIA,183389.05,14641
2014,3,BELGIUM,302949.66,12578
2014,3,BULGARIA,26805.7,1968
2014,3,CROATIA,12052.97,1975
2014,3,CYPRUS,41432.0,1648
2014,3,DENMARK,222349.6,14838
2014,3,FINLAND,186477.35,11155
2014,3,FRANCE,1596386.94,76929
2014,3,GERMANY,2214890.18,89404
2014,3,GREECE,88055.0,9141
2014,3,HUNGARY,45807.4,3615
2014,3,IRELAND,138384.14,8765
2014,3,ITALY,875639.04,58217
2014,3,LATVIA,27485.2,2484
2014,3,LITHUANIA,18211.51,1844
2014,3,LUXEMBOURG,96446.53,2387
2014,3,MALTA,22061.41,1256
2014,3,NETHERLANDS,801880.12,22456
2014,3,POLAND,134241.43,12493
2014,3,PORTUGAL,237572.88,11296
2014,3,ROMANIA,70591.68,5365
2014,3,SLOVAKIA,6704.79,877
2014,3,SLOVENIA,9718.2,1202
2014,3,SPAIN,915201.56,47705
2014,3,SWEDEN,254327.42,24689
2014,4,AUSTRIA,185854.39,14262
2014,4,BELGIUM,316810.34,13593
2014,4,BULGARIA,28217.72,2248
2014,4,CROATIA,25019.14,3019
2014,4,CYPRUS,61818.52,2260
2014,4,DENMARK,218612.58,14622
2014,4,FINLAND,169753.93,10626
2014,4,FRANCE,1677051.61,81266
2014,4,GERMANY,2233893.01,90041
2014,4,GREECE,160902.16,13916
2014,4,HUNGARY,51544.53,4025
2014,4,IRELAND,174863.23,10123
2014,4,ITALY,988660.3,64130
2014,4,LATVIA,29115.56,2803
2014,4,LITHUANIA,22893.94,2200
2014,4,LUXEMBOURG,98151.77,2507
2014,4,MALTA,30632.42,1647
2014,4,NETHERLANDS,829171.48,23717
2014,4,POLAND,147556.34,13261
2014,4,PORTUGAL,288650.76,13989
2014,4,ROMANIA,76122.67,5615
2014,4,SLOVAKIA,8280.11,931
2014,4,SLOVENIA,9187.62,1203
2014,4,SPAIN,1113818.73,57820
2014,4,SWEDEN,237819.28,23482
2014,5,AUSTRIA,197125.35,15227
2014,5,BELGIUM,336743.48,14809
2014,5,BULGARIA,42252.75,2924
2014,5,CROATIA,41649.84,4257
2014,5,CYPRUS,89032.28,2946
2014,5,DENMARK,233819.98,16047
2014,5,FINLAND,174295.76,11192
2014,5,FRANCE,1766202.83,85554
2014,5,GERMANY,2480943.27,100311
2014,5,GREECE,338076.67,20906
2014,5,HUNGARY,54378.6,4167
2014,5,IRELAND,197537.12,11029
2014,5,ITALY,1076067.54,70910
2014,5,LATVIA,33884.15,2982
2014,5,LITHUANIA,25960.57,2329
2014,5,LUXEMBOURG,95200.73,2687
2014,5,MALTA,33519.26,1824
2014,5,NETHERLANDS,892140.75,25768
2014,5,POLAND,170157.99,14427
2014,5,PORTUGAL,311206.04,15417
2014,5,ROMANIA,81754.38,6082
2014,5,SLOVAKIA,7658.26,999
2014,5,SLOVENIA,10795.6,1347
2014,5,SPAIN,1267424.54,65682
2014,5,SWEDEN,258654.05,24958
2014,6,AUSTRIA,206573.75,15832
2014,6,BELGIUM,340915.83,14824
2014,6,BULGARIA,86079.24,5036
2014,6,CROATIA,53265.97,5283
2014,6,CYPRUS,98208.34,3185
2014,6,DENMARK,249165.59,16512
2014,6,FINLAND,178558.08,10529
2014,6,FRANCE,1796372.37,88525
2014,6,GERMANY,2475693.15,99985
2014,6,GREECE,454088.34,26428
2014,6,HUNGARY,57078.26,4357
2014,6,IRELAND,211209.58,11243
2014,6,ITALY,1154767.66,76730
2014,6,LATVIA,36047.75,3047
2014,6,LITHUANIA,25306.5,2263
2014,6,LUXEMBOURG,90645.45,2714
2014,6,MALTA,34937.44,1882
2014,6,NETHERLANDS,890639.36,25500
2014,6,POLAND,192818.05,15866
2014,6,PORTUGAL,328160.77,15109
2014,6,ROMANIA,89617.21,6400
2014,6,SLOVAKIA,14029.84,1341
2014,6,SLOVENIA,9993.29,1398
2014,6,SPAIN,1351816.71,69869
2014,6,SWEDEN,266304.57,24424
2014,7,AUSTRIA,219138.38,16041
2014,7,BELGIUM,366721.25,15420
2014,7,BULGARIA,99412.48,5668
2014,7,CROATIA,69680.05,6575
2014,7,CYPRUS,106207.83,3529
2014,7,DENMARK,269519.56,15561
2014,7,FINLAND,179813.54,8726
2014,7,FRANCE,1967104.52,92181
2014,7,GERMANY,2605833.23,102498
2014,7,GREECE,536936.49,31641
2014,7,HUNGARY,61071.21,4520
2014,7,IRELAND,226845.16,11738
2014,7,ITALY,1252310.18,83218
2014,7,LATVIA,36417.87,3259
2014,7,LITHUANIA,25376.44,2343
2014,7,LUXEMBOURG,94643.85,2641
2014,7,MALTA,39408.91,2044
2014,7,NETHERLANDS,951324.24,26381
2014,7,POLAND,205697.67,16227
2014,7,PORTUGAL,377671.59,17283
2014,7,ROMANIA,93724.32,6819
2014,7,SLOVAKIA,18897.19,1550
2014,7,SLOVENIA,11050.82,1466
2014,7,SPAIN,1492394.7,76797
2014,7,SWEDEN,258653.6,19843
2014,8,AUSTRIA,219447.13,15583
2014,8,BELGIUM,364065.78,14666
2014,8,BULGARIA,101501.97,5927
2014,8,CROATIA,67262.48,6650
2014,8,CYPRUS,110429.88,3605
2014,8,DENMARK,254901.57,15622
2014,8,FINLAND,182780.64,10489
2014,8,FRANCE,1978189.02,84604
2014,8,GERMANY,2606932.19,97842
2014,8,GREECE,548128.5,32713
2014,8,HUNGARY,58955.75,4341
2014,8,IRELAND,220411.42,11380
2014,8,ITALY,1276140.34,81991
2014,8,LATVIA,36219.02,3172
2014,8,LITHUANIA,25328.8,2314
2014,8,LUXEMBOURG,101342.87,2464
2014,8,MALTA,39617.94,2137
2014,8,NETHERLANDS,965096.92,26086
2014,8,POLAND,206372.83,15763
2014,8,PORTUGAL,382064.87,17463
2014,8,ROMANIA,93422.67,6530
2014,8,SLOVAKIA,18071.57,1554
2014,8,SLOVENIA,10930.58,1435
2014,8,SPAIN,1498712.27,76213
2014,8,SWEDEN,261589.64,22650
2014,9,AUSTRIA,214233.48,15638
2014,9,BELGIUM,352361.96,15140
2014,9,BULGARIA,67660.53,4036
2014,9,CROATIA,51942.42,5042
2014,9,CYPRUS,99855.36,3247
2014,9,DENMARK,238224.68,16488
