YEAR,MONTH,STATE_NAME,CO2_QTY_TONNES,COUNTRY_TRAFFIC,FUEL_CONSUMPTION_TONNES
2013,12,GREECE,87131.48,9099,27573.25
2013,12,HUNGARY,42112.59,3251,13326.77
2013,12,IRELAND,134860.2,8216,42677.28
2013,12,ITALY,832115.42,53893,263327.66
2013,12,LATVIA,26268.81,2451,8312.91
2013,12,LITHUANIA,17743.83,1671,5615.13
2013,12,LUXEMBOURG,94197.86,2119,29809.45
2013,12,MALTA,20562.34,1129,6507.07
2013,12,NETHERLANDS,770002.3,19683,243671.62
2013,12,POLAND,123232.37,10777,38997.59
2013,12,PORTUGAL,238908.73,10925,75604.03
2013,12,ROMANIA,60934.13,5028,19282.95
2013,12,SLOVAKIA,6702.22,830,2120.96
2013,12,SLOVENIA,7972.62,1022,2522.98
2013,12,SPAIN,844289.34,41642,267180.17
2013,12,SWEDEN,223829.98,19837,70832.27
2014,1,AUSTRIA,172995.85,13318,54745.52
2014,1,BELGIUM,275833.31,11323,87289.02
2014,1,BULGARIA,26913.58,1924,8516.96
2014,1,CROATIA,10805.38,1790,3419.42
2014,1,CYPRUS,36304.44,1409,11488.75
2014,1,DENMARK,198126.59,12808,62698.29
2014,1,FINLAND,181595.66,10006,57466.98
2014,1,FRANCE,1518614.25,68816,480574.13
2014,1,GERMANY,2040690.29,77883,645788.07
2014,1,GREECE,84129.12,8933,26623.14
2014,1,HUNGARY,43211.81,3346,13674.62
2014,1,IRELAND,130426.05,8261,41274.07
2014,1,ITALY,830865.71,53096,262932.19
2014,1,LATVIA,25759.97,2490,8151.89
2014,1,LITHUANIA,17014.02,1703,5384.18
2014,1,LUXEMBOURG,88276.99,2147,27935.76
2014,1,MALTA,19475.41,1091,6163.11
2014,1,NETHERLANDS,770084.58,19842,243697.65
2014,1,POLAND,127167.92,11311,40243.01
2014,1,PORTUGAL,232907.52,10718,73704.91
2014,1,ROMANIA,59200.28,4825,18734.27
2014,1,SLOVAKIA,6156.5,819,1948.26
2014,1,SLOVENIA,8088.47,1096,2559.64
2014,1,SPAIN,827650.74,41676,261914.79
2014,1,SWEDEN,229004.72,20721,72469.85
2014,2,AUSTRIA,155482.02,12461,49203.17
2014,2,BELGIUM,255298.82,10808,80790.77
2014,2,BULGARIA,24601.87,1785,7785.4
2014,2,CROATIA,9910.3,1651,3136.17
2014,2,CYPRUS,30831.4,1270,9756.77
2014,2,DENMARK,186345.12,12734,58969.98
2014,2,FINLAND,166862.44,9825,52804.57
2014,2,FRANCE,1392332.44,66440,440611.53
2014,2,GERMANY,1884625.14,77673,596400.36
2014,2,GREECE,75644.95,8154,23938.28
2014,2,HUNGARY,39162.22,3114,12393.11
2014,2,IRELAND,114909.01,7550,36363.61
2014,2,ITALY,744960.0,49421,235746.83
2014,2,LATVIA,23253.6,2179,7358.73
2014,2,LITHUANIA,15021.18,1553,4753.54
2014,2,LUXEMBOURG,80881.84,2082,25595.52
2014,2,MALTA,17458.06,966,5524.7
2014,2,NETHERLANDS,697020.45,19082,220576.09
2014,2,POLAND,114736.15,11021,36308.91
2014,2,PORTUGAL,205309.75,9732,64971.44
2014,2,ROMANIA,60092.09,4698,19016.48
2014,2,SLOVAKIA,5339.06,785,1689.57
2014,2,SLOVENIA,7025.53,988,2223.27
2014,2,SPAIN,775955.04,39930,245555.39
2014,2,SWEDEN,217783.36,20965,68918.78
2014,3,AUSTRIA,183389.05,14641,58034.51
2014,3,BELGIUM,302949.66,12578,95870.15
2014,3,BULGARIA,26805.7,1968,8482.82
2014,3,CROATIA,12052.97,1975,3814.23
2014,3,CYPRUS,41432.0,1648,13111.39
2014,3,DENMARK,222349.6,14838,70363.8
2014,3,FINLAND,186477.35,11155,59011.82
2014,3,FRANCE,1596386.94,76929,505185.74
2014,3,GERMANY,2214890.18,89404,700914.61
2014,3,GREECE,88055.0,9141,27865.51
2014,3,HUNGARY,45807.4,3615,14496.01
2014,3,IRELAND,138384.14,8765,43792.45
2014,3,ITALY,875639.04,58217,277100.96
2014,3,LATVIA,27485.2,2484,8697.85
2014,3,LITHUANIA,18211.51,1844,5763.14
2014,3,LUXEMBOURG,96446.53,2387,30521.05
2014,3,MALTA,22061.41,1256,6981.46
2014,3,NETHERLANDS,801880.12,22456,253759.53
2014,3,POLAND,134241.43,12493,42481.47
2014,3,PORTUGAL,237572.88,11296,75181.29
2014,3,ROMANIA,70591.68,5365,22339.14
2014,3,SLOVAKIA,6704.79,877,2121.77
2014,3,SLOVENIA,9718.2,1202,3075.38
2014,3,SPAIN,915201.56,47705,289620.75
2014,3,SWEDEN,254327.42,24689,80483.36
2014,4,AUSTRIA,185854.39,14262,58814.68
2014,4,BELGIUM,316810.34,13593,100256.44
2014,4,BULGARIA,28217.72,2248,8929.66
2014,4,CROATIA,25019.14,3019,7917.45
2014,4,CYPRUS,61818.52,2260,19562.82
2014,4,DENMARK,218612.58,14622,69181.2
2014,4,FINLAND,169753.93,10626,53719.6
2014,4,FRANCE,1677051.61,81266,530712.53
2014,4,GERMANY,2233893.01,90041,706928.17
2014,4,GREECE,160902.16,13916,50918.41
2014,4,HUNGARY,51544.53,4025,16311.56
2014,4,IRELAND,174863.23,10123,55336.46
2014,4,ITALY,988660.3,64130,312867.18
2014,4,LATVIA,29115.56,2803,9213.79
2014,4,LITHUANIA,22893.94,2200,7244.92
2014,4,LUXEMBOURG,98151.77,2507,31060.69
2014,4,MALTA,30632.42,1647,9693.8
2014,4,NETHERLANDS,829171.48,23717,262396.04
2014,4,POLAND,147556.34,13261,46695.05
2014,4,PORTUGAL,288650.76,13989,91345.18
2014,4,ROMANIA,76122.67,5615,24089.45
2014,4,SLOVAKIA,8280.11,931,2620.29
2014,4,SLOVENIA,9187.62,1203,2907.48
2014,4,SPAIN,1113818.73,57820,352474.28
2014,4,SWEDEN,237819.28,23482,75259.27
2014,5,AUSTRIA,197125.35,15227,62381.44
2014,5,BELGIUM,336743.48,14809,106564.39
2014,5,BULGARIA,42252.75,2924,13371.12
2014,5,CROATIA,41649.84,4257,13180.33
2014,5,CYPRUS,89032.28,2946,28174.77
2014,5,DENMARK,233819.98,16047,73993.67
2014,5,FINLAND,174295.76,11192,55156.89
2014,5,FRANCE,1766202.83,85554,558924.95
2014,5,GERMANY,2480943.27,100311,785108.63
2014,5,GREECE,338076.67,20906,106986.29
2014,5,HUNGARY,54378.6,4167,17208.42
2014,5,IRELAND,197537.12,11029,62511.75
2014,5,ITALY,1076067.54,70910,340527.7
2014,5,LATVIA,33884.15,2982,10722.83
2014,5,LITHUANIA,25960.57,2329,8215.37
2014,5,LUXEMBOURG,95200.73,2687,30126.81
2014,5,MALTA,33519.26,1824,10607.36
2014,5,NETHERLANDS,892140.75,25768,282323.02
2014,5,POLAND,170157.99,14427,53847.46
2014,5,PORTUGAL,311206.04,15417,98482.92
2014,5,ROMANIA,81754.38,6082,25871.64
2014,5,SLOVAKIA,7658.26,999,2423.5
2014,5,SLOVENIA,10795.6,1347,3416.33
2014,5,SPAIN,1267424.54,65682,401083.71
2014,5,SWEDEN,258654.05,24958,81852.55
2014,6,AUSTRIA,206573.75,15832,65371.44
2014,6,BELGIUM,340915.83,14824,107884.76
2014,6,BULGARIA,86079.24,5036,27240.27
2014,6,CROATIA,53265.97,5283,16856.32
2014,6,CYPRUS,98208.34,3185,31078.59
2014,6,DENMARK,249165.59,16512,78849.87
2014,6,FINLAND,178558.08,10529,56505.72
2014,6,FRANCE,1796372.37,88525,568472.27
2014,6,GERMANY,2475693.15,99985,783447.2
2014,6,GREECE,454088.34,26428,143698.84
2014,6,HUNGARY,57078.26,4357,18062.74
2014,6,IRELAND,211209.58,11243,66838.48
2014,6,ITALY,1154767.66,76730,365432.8
2014,6,LATVIA,36047.75,3047,11407.52
2014,6,LITHUANIA,25306.5,2263,8008.39
2014,6,LUXEMBOURG,90645.45,2714,28685.27
2014,6,MALTA,34937.44,1882,11056.15
2014,6,NETHERLANDS,890639.36,25500,281847.9
2014,6,POLAND,192818.05,15866,61018.37
2014,6,PORTUGAL,328160.77,15109,103848.35
2014,6,ROMANIA,89617.21,6400,28359.88
2014,6,SLOVAKIA,14029.84,1341,4439.82
2014,6,SLOVENIA,9993.29,1398,3162.43
2014,6,SPAIN,1351816.71,69869,427790.1
2014,6,SWEDEN,266304.57,24424,84273.6
2014,7,AUSTRIA,219138.38,16041,69347.59
2014,7,BELGIUM,366721.25,15420,116051.03
2014,7,BULGARIA,99412.48,5668,31459.65
2014,7,CROATIA,69680.05,6575,22050.65
2014,7,CYPRUS,106207.83,3529,33610.07
2014,7,DENMARK,269519.56,15561,85291.0
2014,7,FINLAND,179813.54,8726,56903.02
2014,7,FRANCE,1967104.52,92181,622501.43
2014,7,GERMANY,2605833.23,102498,824630.77
2014,7,GREECE,536936.49,31641,169916.61
2014,7,HUNGARY,61071.21,4520,19326.33
2014,7,IRELAND,226845.16,11738,71786.44
2014,7,ITALY,1252310.18,83218,396300.69
2014,7,LATVIA,36417.87,3259,11524.64
2014,7,LITHUANIA,25376.44,2343,8030.52
2014,7,LUXEMBOURG,94643.85,2641,29950.58
2014,7,MALTA,39408.91,2044,12471.17
2014,7,NETHERLANDS,951324.24,26381,301051.97
2014,7,POLAND,205697.67,16227,65094.2
2014,7,PORTUGAL,377671.59,17283,119516.32
2014,7,ROMANIA,93724.32,6819,29659.6
2014,7,SLOVAKIA,18897.19,1550,5980.12
2014,7,SLOVENIA,11050.82,1466,3497.09
2014,7,SPAIN,1492394.7,76797,472276.81
2014,7,SWEDEN,258653.6,19843,81852.4
2014,8,AUSTRIA,219447.13,15583,69445.29
2014,8,BELGIUM,364065.78,14666,115210.69
2014,8,BULGARIA,101501.97,5927,32120.88
2014,8,CROATIA,67262.48,6650,21285.6
2014,8,CYPRUS,110429.88,3605,34946.16
2014,8,DENMARK,254901.57,15622,80665.05
2014,8,FINLAND,182780.64,10489,57841.98
2014,8,FRANCE,1978189.02,84604,626009.18
2014,8,GERMANY,2606932.19,97842,824978.54
2014,8,GREECE,548128.5,32713,173458.39
2014,8,HUNGARY,58955.75,4341,18656.88
2014,8,IRELAND,220411.42,11380,69750.45
2014,8,ITALY,1276140.34,81991,403841.88
2014,8,LATVIA,36219.02,3172,11461.71
2014,8,LITHUANIA,25328.8,2314,8015.44
2014,8,LUXEMBOURG,101342.87,2464,32070.53
2014,8,MALTA,39617.94,2137,12537.32
2014,8,NETHERLANDS,965096.92,26086,305410.42
2014,8,POLAND,206372.83,15763,65307.86
2014,8,PORTUGAL,382064.87,17463,120906.61
2014,8,ROMANIA,93422.67,6530,29564.14
2014,8,SLOVAKIA,18071.57,1554,5718.85
2014,8,SLOVENIA,10930.58,1435,3459.04
2014,8,SPAIN,1498712.27,76213,474276.04
2014,8,SWEDEN,261589.64,22650,82781.53
2014,9,AUSTRIA,214233.48,15638,67795.41
2014,9,BELGIUM,352361.96,15140,111506.95
2014,9,BULGARIA,67660.53,4036,21411.56
2014,9,CROATIA,51942.42,5042,16437.48
2014,9,CYPRUS,99855.36,3247,31599.8
2014,9,DENMARK,238224.68,16488,75387.56
2014,9,FINLAND,178370.05,11315,56446.22
2014,9,FRANCE,1571012.36,82079,497155.81
2014,9,GERMANY,2572933.3,103786,814219.4
2014,9,GREECE,450265.14,26434,142488.97
2014,9,HUNGARY,55893.09,4393,17687.69
2014,9,IRELAND,206779.75,10970,65436.63
2014,9,ITALY,1149863.74,75054,363880.93
2014,9,LATVIA,34740.24,2981,10993.75
2014,9,LITHUANIA,25532.82,2333,8080.01
2014,9,LUXEMBOURG,97101.97,2654,30728.47
2014,9,MALTA,34461.25,1885,10905.46
2014,9,NETHERLANDS,906267.88,25674,286793.63
2014,9,POLAND,197101.46,16133,62373.88
2014,9,PORTUGAL,341156.55,15376,107960.93
2014,9,ROMANIA,92687.69,6522,29331.55
2014,9,SLOVAKIA,14892.68,1497,4712.87
2014,9,SLOVENIA,9524.13,1324,3013.97
2014,9,SPAIN,1339617.66,69089,423929.64
2014,9,SWEDEN,266067.75,26205,84198.65
2014,10,AUSTRIA,208006.95,15192,65824.98
2014,10,BELGIUM,341927.32,14523,108204.85
2014,10,BULGARIA,31826.89,2406,10071.8
2014,10,CROATIA,31978.68,3602,10119.84
2014,10,CYPRUS,86803.59,2967,27469.49
2014,10,DENMARK,242189.5,16290,76642.25
2014,10,FINLAND,185008.15,10922,58546.88
2014,10,FRANCE,1742151.88,83532,551313.89
2014,10,GERMANY,2553194.45,102703,807972.93
2014,10,GREECE,287247.98,19168,90901.26
2014,10,HUNGARY,55950.61,4299,17705.89
2014,10,IRELAND,196197.11,10728,62087.69
2014,10,ITALY,1052089.64,67131,332939.76
2014,10,LATVIA,29155.78,2780,9226.51
2014,10,LITHUANIA,25767.33,2333,8154.22
2014,10,LUXEMBOURG,104174.14,2624,32966.5
2014,10,MALTA,33364.12,1848,10558.27
2014,10,NETHERLANDS,908173.04,25364,287396.53
2014,10,POLAND,166222.05,14630,52601.92
2014,10,PORTUGAL,314223.87,14634,99437.93
2014,10,ROMANIA,89676.17,6523,28378.53
2014,10,SLOVAKIA,8722.36,1080,2760.24
2014,10,SLOVENIA,8516.9,1321,2695.22
2014,10,SPAIN,1219669.72,62580,385971.43
2014,10,SWEDEN,268988.97,26504,85123.09
2014,11,AUSTRIA,177504.12,13295,56172.19
2014,11,BELGIUM,311382.66,12638,98538.82
2014,11,BULGARIA,25235.55,1986,7985.93
2014,11,CROATIA,13114.53,2017,4150.17
2014,11,CYPRUS,48745.04,1894,15425.64
2014,11,DENMARK,200521.28,13706,63456.1
2014,11,FINLAND,162725.33,9862,51495.36
2014,11,FRANCE,1512409.75,68916,478610.68
2014,11,GERMANY,2270946.09,88210,718653.83
2014,11,GREECE,108621.36,10302,34373.85
2014,11,HUNGARY,50073.77,3607,15846.13
2014,11,IRELAND,154019.08,8951,48740.22
2014,11,ITALY,850789.76,54246,269237.27
2014,11,LATVIA,25010.78,2352,7914.81
2014,11,LITHUANIA,20330.96,1903,6433.85
2014,11,LUXEMBOURG,109574.85,2332,34675.58
2014,11,MALTA,21533.1,1226,6814.27
2014,11,NETHERLANDS,796811.19,21280,252155.44
2014,11,POLAND,142094.23,12423,44966.53
2014,11,PORTUGAL,241367.26,11262,76382.04
2014,11,ROMANIA,79504.86,5789,25159.77
2014,11,SLOVAKIA,6870.91,903,2174.34
2014,11,SLOVENIA,6258.26,969,1980.46
2014,11,SPAIN,891828.64,45292,282224.25
2014,11,SWEDEN,232673.9,22844,73630.98
2014,12,AUSTRIA,176733.28,12336,55928.25
2014,12,BELGIUM,293330.33,11344,92826.05
2014,12,BULGARIA,26570.78,1897,8408.47
2014,12,CROATIA,12616.15,1894,3992.45
2014,12,CYPRUS,38540.33,1628,12196.31
2014,12,DENMARK,188742.33,12031,59728.59
2014,12,FINLAND,175117.52,9393,55416.94
2014,12,FRANCE,1587015.92,69075,502220.23
2014,12,GERMANY,2070986.33,76949,655375.42
2014,12,GREECE,103789.98,10431,32844.93
2014,12,HUNGARY,48366.96,3580,15306.0
2014,12,IRELAND,150542.42,8724,47640.01
2014,12,ITALY,852740.61,53361,269854.62
2014,12,LATVIA,24417.72,2326,7727.13
2014,12,LITHUANIA,19242.93,1846,6089.53
2014,12,LUXEMBOURG,99952.7,2214,31630.6
2014,12,MALTA,21004.16,1218,6646.89
2014,12,NETHERLANDS,782918.12,19986,247758.9
2014,12,POLAND,138561.98,11852,43848.73
2014,12,PORTUGAL,257235.48,11615,81403.63
2014,12,ROMANIA,72921.6,5385,23076.46
2014,12,SLOVAKIA,7354.6,912,2327.41
2014,12,SLOVENIA,7547.7,1012,2388.51
2014,12,SPAIN,878530.15,43038,278015.87
2014,12,SWEDEN,226047.26,19890,71533.94
2015,1,AUSTRIA,174229.08,12691,55135.79
2015,1,BELGIUM,290543.91,11819,91944.28
2015,1,BULGARIA,27621.04,1998,8740.84
2015,1,CROATIA,12773.19,1945,4042.15
2015,1,CYPRUS,32612.53,1421,10320.42
2015,1,DENMARK,197336.63,12315,62448.3
2015,1,FINLAND,175969.96,9095,55686.7
2015,1,FRANCE,1542301.19,67356,488070.0
2015,1,GERMANY,2118276.44,77735,670340.64
2015,1,GREECE,98107.8,10212,31046.77
2015,1,HUNGARY,46887.1,3454,14837.69
2015,1,IRELAND,142086.14,8549,44963.97
2015,1,ITALY,840651.6,54147,266028.99
2015,1,LATVIA,24329.83,2408,7699.31
2015,1,LITHUANIA,19863.31,1861,6285.86
2015,1,LUXEMBOURG,93069.32,2122,29452.32
2015,1,MALTA,19920.2,1208,6303.86
2015,1,NETHERLANDS,777362.32,19716,246000.73
2015,1,POLAND,142730.7,12141,45167.94
2015,1,PORTUGAL,254327.16,11606,80483.28
2015,1,ROMANIA,70882.85,5434,22431.28
2015,1,SLOVAKIA,6610.64,813,2091.98
2015,1,SLOVENIA,7181.27,1063,2272.55
2015,1,SPAIN,846081.02,42362,267747.16
2015,1,SWEDEN,226459.63,19593,71664.44
2015,2,AUSTRIA,157487.3,12301,49837.75
2015,2,BELGIUM,274787.23,11585,86957.98
2015,2,BULGARIA,25533.2,1916,8080.13
2015,2,CROATIA,11798.11,1782,3733.58
2015,2,CYPRUS,30097.12,1303,9524.4
2015,2,DENMARK,188042.85,12520,59507.23
2015,2,FINLAND,163471.14,9407,51731.37
2015,2,FRANCE,1409253.78,65358,445966.38
2015,2,GERMANY,1940940.21,77230,614221.59
2015,2,GREECE,88850.97,9094,28117.39
2015,2,HUNGARY,43059.06,3270,13626.28
2015,2,IRELAND,128904.92,8118,40792.7
2015,2,ITALY,752810.06,50225,238231.03
2015,2,LATVIA,21792.0,2109,6896.2
2015,2,LITHUANIA,17036.77,1818,5391.38
2015,2,LUXEMBOURG,93412.8,2103,29561.01
2015,2,MALTA,18464.25,1165,5843.12
2015,2,NETHERLANDS,710140.46,19502,224727.99
2015,2,POLAND,131927.52,11667,41749.22
2015,2,PORTUGAL,223481.41,10485,70721.96
2015,2,ROMANIA,65482.64,5302,20722.35
2015,2,SLOVAKIA,6184.52,847,1957.13
2015,2,SLOVENIA,6554.93,978,2074.34
2015,2,SPAIN,792647.8,40839,250837.91
2015,2,SWEDEN,220567.18,20529,69799.74
2015,3,AUSTRIA,185802.86,14397,58798.37
2015,3,BELGIUM,315821.25,13205,99943.43
2015,3,BULGARIA,27916.99,2128,8834.49
2015,3,CROATIA,14991.18,2157,4744.04
2015,3,CYPRUS,40530.13,1706,12825.99
2015,3,DENMARK,223888.81,14773,70850.89
2015,3,FINLAND,184859.11,10880,58499.72
2015,3,FRANCE,1607496.86,76639,508701.54
2015,3,GERMANY,2270626.42,90202,718552.66
2015,3,GREECE,107444.3,10721,34001.36
2015,3,HUNGARY,50652.07,3831,16029.14
2015,3,IRELAND,156255.12,9431,49447.82
2015,3,ITALY,889067.52,59241,281350.48
2015,3,LATVIA,27257.14,2519,8625.68
2015,3,LITHUANIA,20237.06,2149,6404.13
2015,3,LUXEMBOURG,106429.48,2436,33680.22
2015,3,MALTA,21889.08,1349,6926.92
2015,3,NETHERLANDS,809884.83,22464,256292.67
2015,3,POLAND,151122.08,13371,47823.44
2015,3,PORTUGAL,259917.78,12229,82252.46
2015,3,ROMANIA,74078.56,5885,23442.58
2015,3,SLOVAKIA,8029.06,1011,2540.84
2015,3,SLOVENIA,7728.07,1156,2445.59
2015,3,SPAIN,948211.88,49464,300067.05
2015,3,SWEDEN,254435.4,23973,80517.53
2015,4,AUSTRIA,201705.76,14246,63830.94
2015,4,BELGIUM,339484.22,14225,107431.72
2015,4,BULGARIA,32618.78,2356,10322.4
2015,4,CROATIA,26770.24,3168,8471.59
2015,4,CYPRUS,64544.98,2523,20425.62
2015,4,DENMARK,222655.9,15136,70460.73
2015,4,FINLAND,167697.38,10097,53068.79
2015,4,FRANCE,1679506.14,78921,531489.28
2015,4,GERMANY,2340188.4,93854,740565.95
2015,4,GREECE,183026.87,15259,57919.9
2015,4,HUNGARY,53941.81,4137,17070.19
2015,4,IRELAND,182960.4,10189,57898.86
2015,4,ITALY,1014652.01,66435,321092.41
2015,4,LATVIA,29055.89,2830,9194.9
2015,4,LITHUANIA,23739.89,2278,7512.62
2015,4,LUXEMBOURG,105897.42,2593,33511.84
2015,4,MALTA,32661.73,1866,10335.99
2015,4,NETHERLANDS,850584.76,24444,269172.39
2015,4,POLAND,158344.28,13850,50108.95
2015,4,PORTUGAL,302361.46,14697,95684.01
2015,4,ROMANIA,80797.76,6064,25568.91
2015,4,SLOVAKIA,8829.38,1105,2794.11
2015,4,SLOVENIA,8774.49,1308,2776.74
2015,4,SPAIN,1140331.24,59812,360864.31
2015,4,SWEDEN,246196.48,23661,77910.28
2015,5,AUSTRIA,211416.61,14947,66903.99
2015,5,BELGIUM,360851.92,15145,114193.65
2015,5,BULGARIA,44077.42,2988,13948.55
2015,5,CROATIA,43845.48,4579,13875.15
2015,5,CYPRUS,86928.7,2981,27509.08
2015,5,DENMARK,230481.5,15781,72937.18
2015,5,FINLAND,171616.47,10549,54309.01
2015,5,FRANCE,1772046.38,85601,560774.17
2015,5,GERMANY,2519183.63,100466,797210.01
2015,5,GREECE,347545.97,22013,109982.9
2015,5,HUNGARY,58857.9,4300,18625.92
2015,5,IRELAND,220468.93,11263,69768.65
2015,5,ITALY,1101007.6,70708,348420.13
2015,5,LATVIA,31682.19,3076,10026.01
2015,5,LITHUANIA,26563.67,2434,8406.22
2015,5,LUXEMBOURG,106749.84,2704,33781.59
2015,5,MALTA,36481.98,2007,11544.93
2015,5,NETHERLANDS,934106.53,26461,295603.33
2015,5,POLAND,175000.92,15282,55380.04
2015,5,PORTUGAL,313938.75,15317,99347.71
2015,5,ROMANIA,82931.13,6245,26244.03
2015,5,SLOVAKIA,10097.96,1200,3195.56
2015,5,SLOVENIA,9534.57,1356,3017.27
2015,5,SPAIN,1288826.18,68569,407856.39
2015,5,SWEDEN,259897.71,24680,82246.11
2015,6,AUSTRIA,220081.13,15800,69645.93
2015,6,BELGIUM,365940.67,15752,115804.01
2015,6,BULGARIA,77722.7,4620,24595.79
2015,6,CROATIA,54483.9,5365,17241.74
2015,6,CYPRUS,90187.57,3076,28540.37
2015,6,DENMARK,246316.15,16577,77948.15
2015,6,FINLAND,169914.42,10016,53770.39
2015,6,FRANCE,1817590.38,90397,575186.83
2015,6,GERMANY,2519560.25,103084,797329.19
2015,6,GREECE,450584.62,27789,142590.07
2015,6,HUNGARY,63523.94,4600,20102.51
2015,6,IRELAND,249194.66,12121,78859.07
2015,6,ITALY,1163091.42,74392,368066.9
2015,6,LATVIA,35184.03,3180,11134.19
2015,6,LITHUANIA,26317.39,2280,8328.29
2015,6,LUXEMBOURG,104768.82,2806,33154.69
2015,6,MALTA,36271.43,2034,11478.3
2015,6,NETHERLANDS,915857.86,26277,289828.44
2015,6,POLAND,204090.79,16751,64585.69
2015,6,PORTUGAL,341482.81,16255,108064.18
2015,6,ROMANIA,87350.7,6576,27642.63
2015,6,SLOVAKIA,17592.3,1601,5567.18
2015,6,SLOVENIA,11625.37,1562,3678.91
2015,6,SPAIN,1365872.62,71917,432238.17
2015,6,SWEDEN,266184.95,24751,84235.74
2015,7,AUSTRIA,233329.04,15801,73838.3
2015,7,BELGIUM,387344.41,15983,122577.34
2015,7,BULGARIA,97730.55,5658,30927.39
2015,7,CROATIA,69650.44,6599,22041.28
2015,7,CYPRUS,101321.5,3537,32063.76
2015,7,DENMARK,267685.13,15451,84710.48
2015,7,FINLAND,174229.88,8853,55136.04
2015,7,FRANCE,1982584.2,92599,627400.06
2015,7,GERMANY,2640750.21,104032,835680.45
2015,7,GREECE,544176.47,33253,172207.74
2015,7,HUNGARY,69816.95,4927,22093.97
2015,7,IRELAND,265218.89,12469,83930.03
2015,7,ITALY,1279913.47,82473,405035.91
2015,7,LATVIA,34688.8,3240,10977.47
2015,7,LITHUANIA,25658.46,2401,8119.76
2015,7,LUXEMBOURG,110347.38,2749,34920.06
2015,7,MALTA,39015.27,2254,12346.6
2015,7,NETHERLANDS,983625.38,26887,311273.86
2015,7,POLAND,212252.58,17074,67168.54
2015,7,PORTUGAL,380536.78,18182,120423.03
2015,7,ROMANIA,93618.58,6972,29626.13
2015,7,SLOVAKIA,21869.41,1813,6920.7
2015,7,SLOVENIA,12954.22,1690,4099.44
2015,7,SPAIN,1525041.76,79418,482608.15
2015,7,SWEDEN,255727.36,19949,80926.38
2015,8,AUSTRIA,231966.87,15582,73407.24
2015,8,BELGIUM,381558.6,15027,120746.39
2015,8,BULGARIA,99812.85,5775,31586.34
2015,8,CROATIA,68593.29,6651,21706.74
2015,8,CYPRUS,103868.54,3674,32869.79
2015,8,DENMARK,254444.24,15973,80520.33
2015,8,FINLAND,176361.36,9852,55810.56
2015,8,FRANCE,1980608.8,85983,626774.94
2015,8,GERMANY,2640647.94,99737,835648.08
2015,8,GREECE,555157.12,34330,175682.63
2015,8,HUNGARY,67642.06,4653,21405.72
2015,8,IRELAND,248983.65,11759,78792.29
2015,8,ITALY,1280048.13,79870,405078.52
2015,8,LATVIA,34943.07,3246,11057.93
2015,8,LITHUANIA,26843.98,2394,8494.93
2015,8,LUXEMBOURG,110416.8,2554,34942.02
2015,8,MALTA,39941.56,2315,12639.73
2015,8,NETHERLANDS,989629.65,26804,313173.94
2015,8,POLAND,207245.34,16463,65583.97
2015,8,PORTUGAL,391196.15,18487,123796.25
2015,8,ROMANIA,93094.95,6775,29460.43
2015,8,SLOVAKIA,21023.37,1739,6652.97
2015,8,SLOVENIA,12487.97,1608,3951.89
2015,8,SPAIN,1537259.35,78850,486474.48
2015,8,SWEDEN,260171.98,23051,82332.9
2015,9,AUSTRIA,221104.94,15554,69969.92
2015,9,BELGIUM,364226.98,15489,115261.7
2015,9,BULGARIA,71474.19,4335,22618.42
2015,9,CROATIA,53998.61,5291,17088.17
2015,9,CYPRUS,94674.77,3276,29960.37
2015,9,DENMARK,242004.14,16690,76583.59
2015,9,FINLAND,175632.98,10701,55580.06
2015,9,FRANCE,1789537.55,87943,566309.35
2015,9,GERMANY,2555557.75,104606,808720.81
2015,9,GREECE,449244.16,27769,142165.87
2015,9,HUNGARY,65436.56,4681,20707.77
2015,9,IRELAND,232961.45,11390,73721.98
2015,9,ITALY,1172390.94,74726,371009.79
2015,9,LATVIA,33759.62,3171,10683.42
2015,9,LITHUANIA,26750.18,2414,8465.25
2015,9,LUXEMBOURG,107243.47,2763,33937.81
2015,9,MALTA,37256.04,2093,11789.89
2015,9,NETHERLANDS,929110.3,26011,294022.25
2015,9,POLAND,195786.76,16289,61957.84
2015,9,PORTUGAL,350399.9,16333,110886.04
2015,9,ROMANIA,88539.71,6610,28018.9
2015,9,SLOVAKIA,17058.28,1628,5398.19
2015,9,SLOVENIA,11386.86,1579,3603.44
2015,9,SPAIN,1389807.86,70937,439812.61
2015,9,SWEDEN,267405.84,26074,84622.1
2015,10,AUSTRIA,207758.8,14746,65746.46
2015,10,BELGIUM,360195.82,14930,113986.02
2015,10,BULGARIA,35747.93,2531,11312.63
2015,10,CROATIA,35428.53,3707,11211.56
2015,10,CYPRUS,81651.98,3004,25839.24
2015,10,DENMARK,243059.6,16301,76917.6
2015,10,FINLAND,184588.68,10589,58414.14
2015,10,FRANCE,1758078.38,84037,556353.92
2015,10,GERMANY,2595206.05,104522,821267.74
2015,10,GREECE,284885.62,19415,90153.68
2015,10,HUNGARY,61305.06,4448,19400.34
2015,10,IRELAND,220367.74,11338,69736.63
2015,10,ITALY,1076953.55,65993,340808.08
2015,10,LATVIA,31056.56,3025,9828.03
2015,10,LITHUANIA,27088.26,2396,8572.23
2015,10,LUXEMBOURG,115142.21,2737,36437.41
2015,10,MALTA,35560.77,1977,11253.41
2015,10,NETHERLANDS,927221.2,25647,293424.43
